name,price,quantity,farmer,location,state
Banana,8042,889,Farmer_1015,City_113,Uttarakhand
Maize,9990,233,Farmer_1016,City_177,Uttar Pradesh
Wheat,13648,663,Farmer_1017,City_124,Karnataka
Tea,8492,628,Farmer_1018,City_31,Chhattisgarh
Potato,12589,117,Farmer_1019,City_65,Andhra Pradesh
Tomato,7757,536,Farmer_1020,City_142,Sikkim
Wheat,11088,910,Farmer_1021,City_130,Gujarat
Millets,9094,963,Farmer_1022,City_144,Assam
Coffee,7006,303,Farmer_1023,City_94,Maharashtra
Banana,4680,621,Farmer_1024,City_71,Bihar
Maize,8334,177,Farmer_1025,City_64,Manipur
Chilli,8898,321,Farmer_1026,City_3,Bihar
Tea,4646,63,Farmer_1027,City_94,Maharashtra
Banana,4775,211,Farmer_1028,City_56,Mizoram
Barley,9960,319,Farmer_1029,City_15,Rajasthan
Groundnut,12592,504,Farmer_1030,City_189,Karnataka
Mustard,7281,336,Farmer_1031,City_115,Tripura
Maize,2743,118,Farmer_1032,City_121,Manipur
Groundnut,4004,261,Farmer_1033,City_179,Rajasthan
Coffee,4966,238,Farmer_1034,City_108,Rajasthan
Millets,13298,116,Farmer_1035,City_89,Chhattisgarh
Jute,12903,793,Farmer_1036,City_142,Punjab
Pulses,8005,918,Farmer_1037,City_122,Goa
Jute,12915,987,Farmer_1038,City_59,Himachal Pradesh
Tea,6421,478,Farmer_1039,City_11,Chhattisgarh
Tea,13836,602,Farmer_1040,City_21,Kerala
Mustard,14560,482,Farmer_1041,City_154,Maharashtra
Millets,9976,755,Farmer_1042,City_151,Rajasthan
Chilli,10256,232,Farmer_1043,City_94,Mizoram
Pulses,9497,539,Farmer_1044,City_18,Punjab
Groundnut,3716,363,Farmer_1045,City_148,Goa
Rice,9216,117,Farmer_1046,City_148,Sikkim
Cotton,11185,66,Farmer_1047,City_190,Assam
Coffee,3058,349,Farmer_1048,City_98,Andhra Pradesh
Chilli,8306,311,Farmer_1049,City_190,Sikkim
Sugarcane,8872,954,Farmer_1050,City_90,Kerala
Pulses,5065,944,Farmer_1051,City_43,Tamil Nadu
Onion,8284,381,Farmer_1052,City_143,Jharkhand
Groundnut,2929,848,Farmer_1053,City_114,Bihar
Rice,10212,554,Farmer_1054,City_195,Jharkhand
Sugarcane,7029,363,Farmer_1055,City_130,Uttarakhand
Cotton,7125,118,Farmer_1056,City_41,Goa
Tomato,6741,935,Farmer_1057,City_45,Karnataka
Tea,6466,412,Farmer_1058,City_19,Goa
Turmeric,7763,325,Farmer_1059,City_120,Chhattisgarh
Tea,8242,889,Farmer_1060,City_100,Gujarat
Soybean,10338,304,Farmer_1061,City_26,Mizoram
Turmeric,8119,299,Farmer_1062,City_187,Himachal Pradesh
Millets,12632,722,Farmer_1063,City_20,Punjab
Groundnut,1780,285,Farmer_1064,City_106,Meghalaya
Barley,12140,149,Farmer_1065,City_153,Punjab
Maize,11125,701,Farmer_1066,City_162,Tripura
Groundnut,12463,443,Farmer_1067,City_125,Andhra Pradesh
Coffee,2207,949,Farmer_1068,City_101,Tamil Nadu
Banana,8017,743,Farmer_1069,City_137,Odisha
Tea,11702,611,Farmer_1070,City_119,Jharkhand
Sugarcane,3096,146,Farmer_1071,City_12,Bihar
Onion,4373,505,Farmer_1072,City_47,Jharkhand
Groundnut,11579,838,Farmer_1073,City_58,Bihar
Barley,1549,490,Farmer_1074,City_168,Goa
Turmeric,3869,341,Farmer_1075,City_99,Sikkim
Groundnut,4949,831,Farmer_1076,City_112,Odisha
Mustard,7704,246,Farmer_1077,City_190,Rajasthan
Sugarcane,13668,814,Farmer_1078,City_149,Kerala
Potato,4469,161,Farmer_1079,City_136,Goa
Millets,6350,710,Farmer_1080,City_55,West Bengal
Rice,13589,227,Farmer_1081,City_5,Himachal Pradesh
Millets,13625,965,Farmer_1082,City_161,Chhattisgarh
Rice,14810,392,Farmer_1083,City_39,Karnataka
Wheat,14805,536,Farmer_1084,City_37,Karnataka
Millets,9755,355,Farmer_1085,City_61,Gujarat
Banana,11556,308,Farmer_1086,City_7,Haryana
Millets,6966,157,Farmer_1087,City_144,Karnataka
Turmeric,6188,683,Farmer_1088,City_41,Punjab
Sugarcane,6567,408,Farmer_1089,City_90,Rajasthan
Millets,6742,579,Farmer_1090,City_88,Andhra Pradesh
Cotton,4944,214,Farmer_1091,City_199,Andhra Pradesh
Chilli,6682,430,Farmer_1092,City_117,Gujarat
Onion,5021,167,Farmer_1093,City_89,Kerala
Rice,9185,653,Farmer_1094,City_80,Odisha
Maize,4383,514,Farmer_1095,City_27,Jharkhand
Potato,1702,412,Farmer_1096,City_74,Sikkim
Maize,5420,544,Farmer_1097,City_197,Jharkhand
Jute,12012,663,Farmer_1098,City_98,Kerala
Cotton,7154,920,Farmer_1099,City_67,Uttarakhand
Potato,5649,360,Farmer_1100,City_106,Maharashtra
Mustard,6167,515,Farmer_1101,City_110,Uttarakhand
Coffee,5839,911,Farmer_1102,City_149,Karnataka
Coffee,1514,958,Farmer_1103,City_23,Jharkhand
Soybean,5479,75,Farmer_1104,City_94,Sikkim
Banana,4297,185,Farmer_1105,City_199,Madhya Pradesh
Sugarcane,8054,371,Farmer_1106,City_200,Karnataka
Potato,13558,192,Farmer_1107,City_58,Chhattisgarh
Turmeric,11247,251,Farmer_1108,City_157,Haryana
Millets,5575,169,Farmer_1109,City_181,West Bengal
Sugarcane,13516,536,Farmer_1110,City_38,Bihar
Soybean,11110,860,Farmer_1111,City_32,Tripura
Tomato,4236,599,Farmer_1112,City_17,Uttarakhand
Sugarcane,3939,984,Farmer_1113,City_150,Himachal Pradesh
Potato,3924,59,Farmer_1114,City_45,Assam
Pulses,6248,82,Farmer_1115,City_44,Uttarakhand
Coffee,13388,342,Farmer_1116,City_193,Maharashtra
Wheat,2716,877,Farmer_1117,City_89,Punjab
Banana,9486,625,Farmer_1118,City_66,Sikkim
Barley,2388,132,Farmer_1119,City_14,Uttarakhand
Mustard,3907,117,Farmer_1120,City_159,Assam
Coffee,14665,553,Farmer_1121,City_186,Punjab
Tomato,4379,987,Farmer_1122,City_4,Chhattisgarh
Maize,1551,558,Farmer_1123,City_79,Punjab
Maize,4013,975,Farmer_1124,City_151,Jharkhand
Barley,8081,504,Farmer_1125,City_61,Assam
Barley,6130,396,Farmer_1126,City_13,Mizoram
Potato,6655,333,Farmer_1127,City_47,Andhra Pradesh
Millets,5741,834,Farmer_1128,City_156,Tamil Nadu
Tomato,14330,171,Farmer_1129,City_105,Sikkim
Rice,6771,366,Farmer_1130,City_44,Arunachal Pradesh
Tomato,1797,194,Farmer_1131,City_67,Chhattisgarh
Wheat,13295,236,Farmer_1132,City_105,Meghalaya
Groundnut,11895,81,Farmer_1133,City_187,Madhya Pradesh
Sugarcane,8568,365,Farmer_1134,City_160,Meghalaya
Millets,7206,898,Farmer_1135,City_174,Nagaland
Barley,10849,209,Farmer_1136,City_101,Jharkhand
Barley,11918,521,Farmer_1137,City_16,Sikkim
Mustard,12814,181,Farmer_1138,City_99,Rajasthan
Potato,14880,77,Farmer_1139,City_147,Mizoram
Banana,12894,383,Farmer_1140,City_111,Kerala
Soybean,10580,103,Farmer_1141,City_200,Andhra Pradesh
Potato,12030,978,Farmer_1142,City_114,Mizoram
Turmeric,7436,88,Farmer_1143,City_124,Uttarakhand
Pulses,3530,420,Farmer_1144,City_22,Madhya Pradesh
Tomato,13617,676,Farmer_1145,City_160,Telangana
Jute,3588,934,Farmer_1146,City_86,West Bengal
Wheat,14668,455,Farmer_1147,City_70,Tripura
Barley,9064,133,Farmer_1148,City_177,Rajasthan
Tomato,11971,943,Farmer_1149,City_111,Uttar Pradesh
Tomato,7549,438,Farmer_1150,City_124,Telangana
Potato,1891,903,Farmer_1151,City_48,Arunachal Pradesh
Tomato,3274,793,Farmer_1152,City_168,Arunachal Pradesh
Rice,12679,736,Farmer_1153,City_24,Meghalaya
Banana,5015,70,Farmer_1154,City_15,Kerala
Tomato,3482,717,Farmer_1155,City_153,Tamil Nadu
Potato,9950,145,Farmer_1156,City_180,Mizoram
Rice,1882,389,Farmer_1157,City_128,Telangana
Jute,11699,207,Farmer_1158,City_199,Arunachal Pradesh
Millets,14402,186,Farmer_1159,City_39,Kerala
Sugarcane,1642,660,Farmer_1160,City_144,Jharkhand
Jute,6027,76,Farmer_1161,City_189,Kerala
Pulses,5456,702,Farmer_1162,City_180,Andhra Pradesh
Tea,8354,617,Farmer_1163,City_159,Manipur
Tomato,14461,947,Farmer_1164,City_40,Andhra Pradesh
Turmeric,4696,573,Farmer_1165,City_65,Gujarat
Barley,7975,546,Farmer_1166,City_174,Uttarakhand
Chilli,10042,685,Farmer_1167,City_111,Kerala
Rice,14909,120,Farmer_1168,City_127,Kerala
Tea,4658,704,Farmer_1169,City_175,Rajasthan
Jute,11043,401,Farmer_1170,City_171,Karnataka
Turmeric,2344,428,Farmer_1171,City_62,Maharashtra
Mustard,2933,95,Farmer_1172,City_145,Madhya Pradesh
Onion,13361,943,Farmer_1173,City_188,Madhya Pradesh
Rice,13484,410,Farmer_1174,City_84,Meghalaya
Barley,4871,500,Farmer_1175,City_25,Andhra Pradesh
Coffee,14492,277,Farmer_1176,City_120,Punjab
Cotton,8614,467,Farmer_1177,City_23,Arunachal Pradesh
Potato,10819,238,Farmer_1178,City_54,Arunachal Pradesh
Onion,13360,610,Farmer_1179,City_52,Haryana
Jute,5792,521,Farmer_1180,City_69,Manipur
Soybean,13307,797,Farmer_1181,City_146,Jharkhand
Millets,4233,736,Farmer_1182,City_32,West Bengal
Jute,2980,110,Farmer_1183,City_198,Goa
Rice,2210,416,Farmer_1184,City_54,Madhya Pradesh
Sugarcane,4669,807,Farmer_1185,City_80,Assam
Cotton,14434,882,Farmer_1186,City_174,Assam
Potato,13297,789,Farmer_1187,City_97,Sikkim
Soybean,3878,420,Farmer_1188,City_54,Himachal Pradesh
Soybean,14004,472,Farmer_1189,City_33,Maharashtra
Onion,6857,200,Farmer_1190,City_110,Arunachal Pradesh
Banana,6893,709,Farmer_1191,City_125,Andhra Pradesh
Millets,8635,986,Farmer_1192,City_150,Mizoram
Maize,12033,779,Farmer_1193,City_34,Maharashtra
Mustard,5596,583,Farmer_1194,City_199,West Bengal
Chilli,6206,870,Farmer_1195,City_88,Odisha
Maize,1572,463,Farmer_1196,City_48,Sikkim
Banana,7977,452,Farmer_1197,City_162,Tamil Nadu
Maize,11057,985,Farmer_1198,City_33,Chhattisgarh
Coffee,12757,361,Farmer_1199,City_159,Uttarakhand
Soybean,13972,776,Farmer_1200,City_24,Uttarakhand
Sugarcane,8281,705,Farmer_1201,City_121,Assam
Coffee,4229,704,Farmer_1202,City_63,Punjab
Maize,12227,620,Farmer_1203,City_67,Tamil Nadu
Potato,7602,73,Farmer_1204,City_195,Chhattisgarh
Banana,13621,843,Farmer_1205,City_77,Kerala
Tomato,12778,521,Farmer_1206,City_139,Kerala
Soybean,8497,57,Farmer_1207,City_15,Himachal Pradesh
Rice,14634,887,Farmer_1208,City_131,Kerala
Turmeric,1869,175,Farmer_1209,City_125,Tripura
Cotton,10961,694,Farmer_1210,City_12,Meghalaya
Maize,14113,685,Farmer_1211,City_131,Assam
Sugarcane,6470,767,Farmer_1212,City_165,Manipur
Maize,7119,698,Farmer_1213,City_181,West Bengal
Chilli,10408,372,Farmer_1214,City_124,Odisha
Tomato,8627,232,Farmer_1215,City_131,Haryana
Pulses,2114,351,Farmer_1216,City_111,Tripura
Chilli,8608,282,Farmer_1217,City_71,Telangana
Turmeric,7364,78,Farmer_1218,City_111,Odisha
Turmeric,1895,304,Farmer_1219,City_88,Himachal Pradesh
Coffee,4493,651,Farmer_1220,City_168,Jharkhand
Coffee,14357,132,Farmer_1221,City_187,Chhattisgarh
Groundnut,5454,596,Farmer_1222,City_138,Uttar Pradesh
Millets,14279,394,Farmer_1223,City_14,Karnataka
Turmeric,3248,640,Farmer_1224,City_2,Arunachal Pradesh
Sugarcane,6325,381,Farmer_1225,City_193,Nagaland
Mustard,8465,974,Farmer_1226,City_64,Meghalaya
Maize,1546,970,Farmer_1227,City_53,Uttarakhand
Millets,8424,364,Farmer_1228,City_57,Madhya Pradesh
Potato,5439,319,Farmer_1229,City_131,Jharkhand
Banana,2035,516,Farmer_1230,City_48,Haryana
Tea,2049,97,Farmer_1231,City_114,Manipur
Mustard,8838,530,Farmer_1232,City_71,Tripura
Banana,13021,440,Farmer_1233,City_75,Madhya Pradesh
Maize,1863,738,Farmer_1234,City_137,Kerala
Potato,7419,437,Farmer_1235,City_67,Kerala
Mustard,12433,134,Farmer_1236,City_55,Maharashtra
Jute,14056,587,Farmer_1237,City_93,Himachal Pradesh
Banana,12907,320,Farmer_1238,City_136,Bihar
Tomato,7141,228,Farmer_1239,City_14,Haryana
Sugarcane,12240,461,Farmer_1240,City_81,Kerala
Mustard,13258,157,Farmer_1241,City_136,Mizoram
Banana,10830,182,Farmer_1242,City_17,Goa
Sugarcane,5478,372,Farmer_1243,City_182,Assam
Mustard,5994,616,Farmer_1244,City_177,Punjab
Cotton,8147,487,Farmer_1245,City_39,West Bengal
Turmeric,11774,104,Farmer_1246,City_157,Uttarakhand
Sugarcane,2707,703,Farmer_1247,City_174,Andhra Pradesh
Jute,6992,169,Farmer_1248,City_113,Chhattisgarh
Millets,7650,688,Farmer_1249,City_38,Nagaland
Jute,12121,363,Farmer_1250,City_175,Goa
Mustard,14261,955,Farmer_1251,City_41,Rajasthan
Rice,4314,533,Farmer_1252,City_108,Karnataka
Banana,10256,133,Farmer_1253,City_185,Sikkim
Chilli,13034,765,Farmer_1254,City_56,Tripura
Turmeric,10196,703,Farmer_1255,City_17,Haryana
Banana,5156,437,Farmer_1256,City_16,Sikkim
Maize,6662,245,Farmer_1257,City_180,Tamil Nadu
Barley,12571,533,Farmer_1258,City_19,Goa
Pulses,3407,920,Farmer_1259,City_2,Madhya Pradesh
Cotton,5667,585,Farmer_1260,City_62,Nagaland
Turmeric,8049,417,Farmer_1261,City_170,Chhattisgarh
Mustard,4713,121,Farmer_1262,City_83,Karnataka
Potato,7965,234,Farmer_1263,City_30,Haryana
Jute,4963,460,Farmer_1264,City_127,Arunachal Pradesh
Barley,3180,783,Farmer_1265,City_107,Himachal Pradesh
Jute,11105,485,Farmer_1266,City_25,Uttarakhand
Banana,4873,274,Farmer_1267,City_87,Arunachal Pradesh
Chilli,3423,888,Farmer_1268,City_136,Madhya Pradesh
Pulses,2066,727,Farmer_1269,City_105,Assam
Wheat,6872,63,Farmer_1270,City_97,Andhra Pradesh
Coffee,14124,419,Farmer_1271,City_58,Bihar
Banana,14012,441,Farmer_1272,City_162,Kerala
Cotton,10937,235,Farmer_1273,City_60,West Bengal
Cotton,7167,279,Farmer_1274,City_31,Bihar
Tomato,13742,258,Farmer_1275,City_52,Manipur
Tomato,9752,74,Farmer_1276,City_1,Madhya Pradesh
Banana,12877,349,Farmer_1277,City_14,West Bengal
Tea,1808,841,Farmer_1278,City_76,Meghalaya
Chilli,14348,627,Farmer_1279,City_130,Arunachal Pradesh
Tea,7290,342,Farmer_1280,City_196,Tripura
Sugarcane,3418,250,Farmer_1281,City_78,Sikkim
Sugarcane,6686,390,Farmer_1282,City_73,Punjab
Pulses,11096,288,Farmer_1283,City_84,Nagaland
Tomato,14707,235,Farmer_1284,City_177,Kerala
Rice,10379,387,Farmer_1285,City_37,Madhya Pradesh
Tea,14610,738,Farmer_1286,City_160,Tripura
Soybean,6884,510,Farmer_1287,City_117,Tamil Nadu
Cotton,2612,570,Farmer_1288,City_180,Haryana
Wheat,7313,628,Farmer_1289,City_139,West Bengal
Millets,7791,203,Farmer_1290,City_194,Nagaland
Rice,9545,678,Farmer_1291,City_179,Kerala
Onion,2104,904,Farmer_1292,City_96,Karnataka
Pulses,3017,934,Farmer_1293,City_21,Rajasthan
Mustard,14444,606,Farmer_1294,City_19,Kerala
Coffee,14263,273,Farmer_1295,City_121,Chhattisgarh
Turmeric,9985,681,Farmer_1296,City_134,Arunachal Pradesh
Rice,14200,308,Farmer_1297,City_158,Tripura
Pulses,3817,291,Farmer_1298,City_109,Meghalaya
Turmeric,1524,131,Farmer_1299,City_91,Andhra Pradesh
Groundnut,7625,206,Farmer_1300,City_191,Odisha
Soybean,2521,963,Farmer_1301,City_52,Tamil Nadu
Tea,12635,534,Farmer_1302,City_113,Jharkhand
Coffee,12149,755,Farmer_1303,City_43,Sikkim
Potato,14097,807,Farmer_1304,City_183,Sikkim
Sugarcane,9628,914,Farmer_1305,City_61,Maharashtra
Pulses,12312,896,Farmer_1306,City_174,Rajasthan
Jute,2424,708,Farmer_1307,City_85,Assam
Turmeric,2157,800,Farmer_1308,City_28,Odisha
Tomato,3244,577,Farmer_1309,City_48,Telangana
Mustard,9687,505,Farmer_1310,City_28,Uttar Pradesh
Tea,13040,682,Farmer_1311,City_94,Rajasthan
Turmeric,7915,420,Farmer_1312,City_31,Telangana
Turmeric,11400,552,Farmer_1313,City_142,Haryana
Tea,2046,428,Farmer_1314,City_36,Manipur
Chilli,14536,443,Farmer_1315,City_86,Tripura
Cotton,9745,134,Farmer_1316,City_83,Haryana
Tomato,2643,452,Farmer_1317,City_107,Mizoram
Barley,5225,597,Farmer_1318,City_39,Goa
Pulses,13820,402,Farmer_1319,City_119,Chhattisgarh
Groundnut,4392,784,Farmer_1320,City_160,Arunachal Pradesh
Tea,2849,370,Farmer_1321,City_61,Madhya Pradesh
Chilli,9088,790,Farmer_1322,City_144,Jharkhand
Onion,13679,721,Farmer_1323,City_194,Tamil Nadu
Turmeric,5768,82,Farmer_1324,City_83,Goa
Soybean,13191,650,Farmer_1325,City_140,Kerala
Chilli,12845,240,Farmer_1326,City_138,Goa
Banana,14883,530,Farmer_1327,City_127,Punjab
Chilli,4685,859,Farmer_1328,City_131,Madhya Pradesh
Soybean,5396,87,Farmer_1329,City_178,Himachal Pradesh
Turmeric,13983,306,Farmer_1330,City_180,Odisha
Tomato,1996,853,Farmer_1331,City_52,Kerala
Pulses,12754,738,Farmer_1332,City_139,Andhra Pradesh
Sugarcane,2429,165,Farmer_1333,City_53,Madhya Pradesh
Potato,1744,885,Farmer_1334,City_179,Uttar Pradesh
Cotton,11704,928,Farmer_1335,City_161,Punjab
Barley,10912,321,Farmer_1336,City_29,Nagaland
Turmeric,7285,636,Farmer_1337,City_190,Andhra Pradesh
Sugarcane,13898,948,Farmer_1338,City_84,West Bengal
Groundnut,9832,275,Farmer_1339,City_30,Goa
Potato,6961,624,Farmer_1340,City_132,Himachal Pradesh
Tomato,5851,125,Farmer_1341,City_157,Himachal Pradesh
Groundnut,13564,628,Farmer_1342,City_101,West Bengal
Rice,14460,764,Farmer_1343,City_95,Chhattisgarh
Potato,7799,224,Farmer_1344,City_123,Haryana
Millets,3655,783,Farmer_1345,City_12,Tamil Nadu
Wheat,2627,498,Farmer_1346,City_37,Sikkim
Chilli,2795,965,Farmer_1347,City_11,Arunachal Pradesh
Sugarcane,6845,831,Farmer_1348,City_125,Odisha
Pulses,11229,468,Farmer_1349,City_193,Rajasthan
Tomato,4612,485,Farmer_1350,City_17,Bihar
Barley,8097,383,Farmer_1351,City_97,Nagaland
Groundnut,14916,955,Farmer_1352,City_163,Haryana
Sugarcane,11008,590,Farmer_1353,City_107,Meghalaya
Groundnut,10940,57,Farmer_1354,City_193,Chhattisgarh
Jute,10947,930,Farmer_1355,City_19,Odisha
Rice,3032,162,Farmer_1356,City_155,Karnataka
Coffee,2535,757,Farmer_1357,City_189,Andhra Pradesh
Jute,10267,476,Farmer_1358,City_149,Bihar
Tomato,13704,367,Farmer_1359,City_31,Nagaland
Coffee,4773,179,Farmer_1360,City_13,West Bengal
Jute,11541,614,Farmer_1361,City_64,Himachal Pradesh
Soybean,11149,903,Farmer_1362,City_168,Maharashtra
Coffee,1867,392,Farmer_1363,City_29,Uttar Pradesh
Sugarcane,2013,552,Farmer_1364,City_24,Sikkim
Banana,6936,484,Farmer_1365,City_39,Goa
Barley,9488,271,Farmer_1366,City_89,Tripura
Groundnut,12353,318,Farmer_1367,City_22,Meghalaya
Barley,10411,770,Farmer_1368,City_103,Goa
Wheat,9917,227,Farmer_1369,City_195,Haryana
Cotton,5402,285,Farmer_1370,City_59,Telangana
Chilli,14691,116,Farmer_1371,City_34,Chhattisgarh
Groundnut,3772,531,Farmer_1372,City_12,Jharkhand
Jute,4918,563,Farmer_1373,City_35,Chhattisgarh
Banana,11881,543,Farmer_1374,City_74,Telangana
Millets,5596,906,Farmer_1375,City_200,Telangana
Rice,9084,143,Farmer_1376,City_91,West Bengal
Sugarcane,12342,334,Farmer_1377,City_91,Odisha
Tea,3810,811,Farmer_1378,City_157,Karnataka
Tea,12510,984,Farmer_1379,City_183,Karnataka
Tomato,4955,962,Farmer_1380,City_107,Haryana
Maize,13763,185,Farmer_1381,City_114,Meghalaya
Wheat,8987,677,Farmer_1382,City_15,Himachal Pradesh
Maize,4644,760,Farmer_1383,City_114,Karnataka
Potato,10362,409,Farmer_1384,City_1,Goa
Pulses,9056,228,Farmer_1385,City_162,Andhra Pradesh
Millets,3974,663,Farmer_1386,City_11,Karnataka
Jute,12492,350,Farmer_1387,City_110,Tamil Nadu
Groundnut,3727,513,Farmer_1388,City_77,Uttarakhand
Sugarcane,5863,862,Farmer_1389,City_189,Manipur
Soybean,7695,258,Farmer_1390,City_92,Tamil Nadu
Coffee,4881,833,Farmer_1391,City_173,Maharashtra
Rice,5929,577,Farmer_1392,City_167,Madhya Pradesh
Millets,14146,681,Farmer_1393,City_132,Telangana
Potato,11135,206,Farmer_1394,City_37,Punjab
Maize,12920,368,Farmer_1395,City_141,Punjab
Chilli,11286,901,Farmer_1396,City_78,Bihar
Turmeric,4239,537,Farmer_1397,City_173,Manipur
Rice,14640,516,Farmer_1398,City_19,Punjab
Tomato,8809,419,Farmer_1399,City_59,Tripura
Onion,12068,824,Farmer_1400,City_58,Telangana
Pulses,11001,409,Farmer_1401,City_184,Telangana
Cotton,1945,552,Farmer_1402,City_33,Mizoram
Barley,2877,790,Farmer_1403,City_148,Madhya Pradesh
Chilli,14708,435,Farmer_1404,City_108,Madhya Pradesh
Tomato,14044,190,Farmer_1405,City_177,Haryana
Maize,6690,750,Farmer_1406,City_81,Jharkhand
Tomato,10054,725,Farmer_1407,City_53,Maharashtra
Rice,3448,101,Farmer_1408,City_26,Rajasthan
Millets,10193,813,Farmer_1409,City_118,Nagaland
Turmeric,14318,938,Farmer_1410,City_199,Jharkhand
Coffee,1515,951,Farmer_1411,City_74,Haryana
Maize,13049,367,Farmer_1412,City_125,Arunachal Pradesh
Cotton,13225,509,Farmer_1413,City_192,Rajasthan
Wheat,11548,165,Farmer_1414,City_94,Meghalaya
Mustard,3912,662,Farmer_1415,City_110,Gujarat
Barley,2622,225,Farmer_1416,City_100,Karnataka
Barley,5878,75,Farmer_1417,City_27,Haryana
Barley,14057,60,Farmer_1418,City_26,Jharkhand
Mustard,12245,694,Farmer_1419,City_19,Telangana
Potato,10276,895,Farmer_1420,City_103,Jharkhand
Mustard,13187,443,Farmer_1421,City_133,Uttarakhand
Pulses,6157,85,Farmer_1422,City_137,Meghalaya
Mustard,14995,603,Farmer_1423,City_2,Goa
Mustard,6135,861,Farmer_1424,City_89,Kerala
Tomato,2882,450,Farmer_1425,City_34,Telangana
Potato,8961,869,Farmer_1426,City_178,Uttarakhand
Tomato,11695,951,Farmer_1427,City_111,Assam
Turmeric,12664,397,Farmer_1428,City_32,Meghalaya
Wheat,11755,787,Farmer_1429,City_85,Odisha
Coffee,12591,612,Farmer_1430,City_117,Karnataka
Turmeric,4885,309,Farmer_1431,City_38,Himachal Pradesh
Barley,3421,573,Farmer_1432,City_135,Haryana
Jute,2655,733,Farmer_1433,City_123,Arunachal Pradesh
Millets,11398,965,Farmer_1434,City_141,Odisha
Turmeric,12357,481,Farmer_1435,City_52,Rajasthan
Barley,11326,578,Farmer_1436,City_16,Tripura
Potato,10029,117,Farmer_1437,City_116,Bihar
Potato,10226,319,Farmer_1438,City_140,Mizoram
Groundnut,7824,306,Farmer_1439,City_45,Himachal Pradesh
Jute,11626,474,Farmer_1440,City_169,Tripura
Chilli,12345,182,Farmer_1441,City_47,Sikkim
Tea,10254,94,Farmer_1442,City_186,Goa
Banana,13912,295,Farmer_1443,City_16,Uttarakhand
Mustard,3605,699,Farmer_1444,City_176,Bihar
Onion,7450,236,Farmer_1445,City_110,Rajasthan
Mustard,5855,632,Farmer_1446,City_20,Assam
Tea,13928,825,Farmer_1447,City_84,Assam
Millets,6485,514,Farmer_1448,City_11,Chhattisgarh
Sugarcane,13679,55,Farmer_1449,City_176,Meghalaya
Sugarcane,5400,967,Farmer_1450,City_196,Mizoram
Pulses,12785,107,Farmer_1451,City_43,Andhra Pradesh
Onion,10836,197,Farmer_1452,City_108,Uttarakhand
Jute,12713,444,Farmer_1453,City_115,Jharkhand
Mustard,12267,711,Farmer_1454,City_136,Haryana
Pulses,13409,447,Farmer_1455,City_75,Punjab
Maize,14083,570,Farmer_1456,City_78,Mizoram
Wheat,9345,107,Farmer_1457,City_109,Uttarakhand
Tomato,7838,201,Farmer_1458,City_74,Assam
Mustard,8292,443,Farmer_1459,City_99,Arunachal Pradesh
Sugarcane,8641,719,Farmer_1460,City_76,Andhra Pradesh
Chilli,8589,688,Farmer_1461,City_172,Tamil Nadu
Coffee,7765,177,Farmer_1462,City_198,West Bengal
Turmeric,11276,921,Farmer_1463,City_124,Uttarakhand
Jute,8658,977,Farmer_1464,City_37,Assam
Sugarcane,4718,116,Farmer_1465,City_53,Odisha
Rice,8399,244,Farmer_1466,City_43,Nagaland
Onion,6568,516,Farmer_1467,City_194,Mizoram
Tea,13657,75,Farmer_1468,City_125,Goa
Cotton,8402,440,Farmer_1469,City_184,Karnataka
Soybean,2894,857,Farmer_1470,City_54,Uttarakhand
Jute,7415,834,Farmer_1471,City_112,Tamil Nadu
Coffee,6481,583,Farmer_1472,City_61,Haryana
Pulses,2947,297,Farmer_1473,City_95,Odisha
Coffee,11167,478,Farmer_1474,City_102,Sikkim
Turmeric,14046,751,Farmer_1475,City_169,Maharashtra
Banana,11304,758,Farmer_1476,City_120,Tamil Nadu
Groundnut,1934,226,Farmer_1477,City_10,Telangana
Millets,12665,863,Farmer_1478,City_174,Madhya Pradesh
Groundnut,2156,308,Farmer_1479,City_125,Nagaland
Soybean,7990,808,Farmer_1480,City_196,Punjab
Groundnut,7919,573,Farmer_1481,City_107,Uttar Pradesh
Banana,14453,452,Farmer_1482,City_120,Jharkhand
Groundnut,6677,903,Farmer_1483,City_66,Tripura
Turmeric,12594,715,Farmer_1484,City_3,Jharkhand
Chilli,3198,963,Farmer_1485,City_1,Haryana
Cotton,3696,975,Farmer_1486,City_149,Jharkhand
Wheat,10179,774,Farmer_1487,City_94,Jharkhand
Soybean,8731,365,Farmer_1488,City_174,Tamil Nadu
Cotton,13256,898,Farmer_1489,City_166,West Bengal
Coffee,14900,279,Farmer_1490,City_194,Mizoram
Rice,12240,412,Farmer_1491,City_25,Chhattisgarh
Turmeric,8781,630,Farmer_1492,City_62,Manipur
Wheat,8559,962,Farmer_1493,City_49,Kerala
Maize,9121,898,Farmer_1494,City_43,West Bengal
Sugarcane,3592,928,Farmer_1495,City_191,Chhattisgarh
Chilli,6678,897,Farmer_1496,City_43,Arunachal Pradesh
Millets,7561,740,Farmer_1497,City_67,Odisha
Tomato,8977,848,Farmer_1498,City_79,Uttarakhand
Turmeric,13453,591,Farmer_1499,City_144,Tamil Nadu
Coffee,2527,137,Farmer_1500,City_180,Gujarat
Rice,11381,732,Farmer_1501,City_70,Andhra Pradesh
Mustard,5852,741,Farmer_1502,City_133,Punjab
Onion,8035,310,Farmer_1503,City_131,Punjab
